,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Arrests_PD_DESC,Arrests_AGE_GROUP,Arrests_PERP_SEX,Arrests_PERP_RACE,Complaint_LAW_CAT_CD,Complaint_PD_DESC,Complaint_PREM_TYP_DESC,Complaint_SUSP_AGE_GROUP,Complaint_SUSP_RACE,Complaint_SUSP_SEX,Complaint_VIC_AGE_GROUP,Complaint_VIC_RACE,Complaint_VIC_SEX,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE,sector index
1269,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:WHITE HISPANIC,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1270,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1271,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,Shooting murdered:True,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:ASIAN / PACIFIC ISLANDER,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:ASIAN / PACIFIC ISLANDER,3000< sector_no <=3500
1272,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,Shooting murdered:False,,,,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK HISPANIC,3000< sector_no <=3500
1273,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:F,arrested race:WHITE HISPANIC,MISDEMEANOR,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,Shooting murdered:False,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:ASIAN / PACIFIC ISLANDER,3000< sector_no <=3500
1274,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:True,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:F,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1275,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1276,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:F,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:<18,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,3000< sector_no <=3500
1277,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,,,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1278,Fatigued/Drowsy,Sedan,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,"PARKR&R,UNCLASSIFIED VIOLATION",arrested age:25-44,arrested gender:M,arrested race:WHITE,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1279,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:65+,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1280,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,Complaint Suspect's Age:25-44,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:BLACK,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - PUBLIC HOUS,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1281,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - PUBLIC HOUS,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1282,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,Complaint Suspect's Age:18-24,Complaint Suspect's Race:ASIAN / PACIFIC ISLANDER,Complaint Suspect's Sex:F,Complaint Victim's Age:18-24,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1283,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",OTHER,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,3000< sector_no <=3500
1284,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1285,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1286,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1287,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1288,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,FELONY,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:45-64,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1289,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE,VIOLATION,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:45-64,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:65+,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1290,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,ASSAULT 3,arrested age:<18,arrested gender:M,arrested race:BLACK,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:ASIAN / PACIFIC ISLANDER,Complaint Suspect's Sex:F,Complaint Victim's Age:65+,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,,Shooting murdered:False,,,,Shooting Victim's Age:<18,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK HISPANIC,3000< sector_no <=3500
1291,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"BURGLARY, TRUCK UNKNOWN TIME",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,3000< sector_no <=3500
1292,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",STREET,Complaint Suspect's Age:25-44,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:M,Complaint Victim's Age:18-24,Complaint Victim's Race:BLACK HISPANIC,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1293,Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:ASIAN / PACIFIC ISLANDER,Complaint Suspect's Sex:M,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1294,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,,,,,,,,,,,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1295,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",arrested age:25-44,arrested gender:M,arrested race:ASIAN / PACIFIC ISLANDER,VIOLATION,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:65+,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1296,Driver Inattention/Distraction,Sedan,Sedan,PASSENGER VEHICLE,"INTOXICATED DRIVING,ALCOHOL",arrested age:25-44,arrested gender:M,arrested race:WHITE,FELONY,"BURGLARY,COMMERCIAL,NIGHT",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:True,,,,Shooting Victim's Age:45-64,Shooting Victim's Sex:M,Shooting Victim's Race:ASIAN / PACIFIC ISLANDER,3000< sector_no <=3500
1297,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"NY STATE LAWS,UNCLASSIFIED VIOLATION",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,ASSAULT 3,RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1298,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,MISDEMEANOR,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,Shooting Location:BAR/NIGHT CLUB,Shooting murdered:False,Shooting Perpetrator's Age:45-64,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK HISPANIC,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1299,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:F,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1300,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"THEFT OF SERVICES, UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - PUBLIC HOUS,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1301,Driver Inattention/Distraction,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,"CONTROLLED SUBSTANCE, POSSESSION 7",arrested age:45-64,arrested gender:M,arrested race:BLACK,FELONY,"LARCENY,GRAND BY DISHONEST EMP",HOSPITAL,Complaint Suspect's Age:25-44,Complaint Suspect's Race:BLACK HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:D,,,,,,,,,3000< sector_no <=3500
1302,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,"MARIJUANA, POSSESSION 4 & 5",arrested age:25-44,arrested gender:M,arrested race:BLACK,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1303,Driver Inattention/Distraction,Sedan,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",arrested age:25-44,arrested gender:M,arrested race:BLACK,FELONY,UNAUTHORIZED USE VEHICLE 3,COMMERCIAL BUILDING,Complaint Suspect's Age:45-64,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:UNKNOWN,Complaint Victim's Race:UNKNOWN,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1304,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE,"TRESPASS 3, CRIMINAL",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT OF LICENSE PLATE",GAS STATION,Complaint Suspect's Age:(null),Complaint Suspect's Race:(null),Complaint Suspect's Sex:(null),Complaint Victim's Age:25-44,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,3000< sector_no <=3500
1305,Driver Inattention/Distraction,Sedan,Sedan,Sedan,"TRAFFIC,UNCLASSIFIED MISDEMEAN",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1306,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,MISDEMEANOR,"LARCENY,PETIT BY CREDIT CARD U",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1307,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:F,,,,,,,,,3000< sector_no <=3500
1308,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,,,,,,,,,,,,,,,,,,3000< sector_no <=3500
1309,Driver Inattention/Distraction,PASSENGER VEHICLE,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:F,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE,Complaint Victim's Sex:M,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:45-64,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK HISPANIC,Shooting Victim's Age:45-64,Shooting Victim's Sex:F,Shooting Victim's Race:BLACK HISPANIC,3000< sector_no <=3500
1310,Driver Inattention/Distraction,Sedan,Sedan,Sedan,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:WHITE HISPANIC,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,Shooting murdered:False,Shooting Perpetrator's Age:25-44,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:WHITE HISPANIC,3000< sector_no <=3500
1311,Driver Inattention/Distraction,Sedan,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:25-44,Complaint Suspect's Race:BLACK,Complaint Suspect's Sex:F,Complaint Victim's Age:45-64,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,,,,,,,,3000< sector_no <=3500
1312,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,PASSENGER VEHICLE,Station Wagon/Sport Utility Vehicle,ASSAULT 3,arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:UNKNOWN,Complaint Suspect's Sex:U,Complaint Victim's Age:25-44,Complaint Victim's Race:WHITE HISPANIC,Complaint Victim's Sex:M,,Shooting murdered:False,,,,Shooting Victim's Age:25-44,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
1313,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,"THEFT OF SERVICES, UNCLASSIFIED",arrested age:25-44,arrested gender:M,arrested race:WHITE HISPANIC,FELONY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE - APT. HOUSE,Complaint Suspect's Age:UNKNOWN,Complaint Suspect's Race:ASIAN / PACIFIC ISLANDER,Complaint Suspect's Sex:M,Complaint Victim's Age:25-44,Complaint Victim's Race:ASIAN / PACIFIC ISLANDER,Complaint Victim's Sex:F,Shooting Location:MULTI DWELL - APT BUILD,Shooting murdered:False,Shooting Perpetrator's Age:18-24,shooting Perpetrator's Sex:M,Shooting Perpetrator's Race:BLACK,Shooting Victim's Age:18-24,Shooting Victim's Sex:M,Shooting Victim's Race:BLACK,3000< sector_no <=3500
